tick,agentId,energy,belief,llr,neighborsCount,speed,distanceTraveled,resourcesGathered,isSleeper
870,39,46.7,0.865,-1.856,1,0.63,879,80,0
870,40,0,0.637,-0.56,1,0.98,520,0,0
870,41,0,0.891,-2.101,1,1.39,1240,33,0
870,42,100,0.928,-2.563,2,1.45,1292,331,0
870,43,0,0.91,-2.309,3,0.73,410,0,0
870,44,0,0.869,-1.891,1,2.3,1574,49,0
870,45,0,0.874,-1.933,5,1.47,967,0,0
870,46,28.7,0.78,-1.267,0,1.43,1290,75,0
870,47,63.9,0.976,-3.704,1,1.62,1096,105,1
870,48,0,0.931,-2.603,1,1.27,834,0,1
870,49,0,0.912,-2.34,3,1.35,916,0,0
870,50,0,0.976,-3.706,2,0.54,332,0,1
875,1,0,0.899,-2.186,1,1.43,899,0,0
875,2,0,0.924,-2.5,2,1.46,885,0,0
875,3,71,0.927,-2.546,1,1.25,771,124,0
875,4,33,0.403,0.393,0,0.33,353,50,0
875,5,0,0.806,-1.423,4,2.15,1357,47,0
875,6,0,0.862,-1.83,0,1.62,881,0,0
875,7,49.5,0.926,-2.53,1,0.64,732,92,0
875,8,0,0.942,-2.788,2,1.22,646,0,1
875,9,62.5,0.876,-1.958,1,1.39,1331,160,0
875,10,0,0.785,-1.297,3,1.36,855,0,0
875,11,27.1,0.875,-1.942,1,1.33,1305,173,0
875,12,100,0.787,-1.309,1,0.88,1085,285,0
875,13,0,0.92,-2.44,1,0.49,413,0,0
875,14,0,0.923,-2.48,3,1.31,687,0,0
875,15,74.5,0.832,-1.597,1,1.38,1208,136,0
875,16,79.7,0.794,-1.349,1,1.8,1254,175,0
875,17,0,0.825,-1.551,4,1.49,950,0,0
875,18,0,0.652,-0.627,2,1.9,821,0,0
875,19,0,0.9,-2.199,1,1.29,871,27,0
875,20,7.9,0.801,-1.396,0,0.75,685,58,0
875,21,0,0.861,-1.827,4,1.33,834,0,0
875,22,52.9,0.832,-1.602,1,1.73,1540,130,0
875,23,0,0.92,-2.438,1,0.98,1065,46,0
875,24,0,0.742,-1.055,0,2.05,969,31,0
875,25,0,0.933,-2.63,2,1.13,890,0,1
875,26,0,0.802,-1.4,2,0.76,665,0,0
875,27,0,0.807,-1.428,6,1.53,834,1,0
875,28,1.3,0.819,-1.511,0,0.87,909,34,0
875,29,0,0.91,-2.318,1,1.24,483,0,0
875,30,0,0.941,-2.771,2,0.41,307,0,1
875,31,4.1,0.934,-2.658,1,1.38,1142,47,1
875,32,64.8,0.924,-2.501,2,1.85,1490,110,0
875,33,0,0.823,-1.536,4,1.78,984,32,0
875,34,0,0.918,-2.41,1,1.37,880,22,0
875,35,0,0.912,-2.344,5,1.83,1176,33,0
875,36,18.5,0.894,-2.129,0,1.66,1366,80,0
875,37,20.9,0.801,-1.392,0,2.6,2075,93,0
875,38,0,0.911,-2.33,3,1.69,924,2,0
875,39,46.1,0.86,-1.814,0,0.86,883,80,0
875,40,0,0.637,-0.56,1,0.98,520,0,0
875,41,0,0.891,-2.101,1,1.39,1240,33,0
875,42,99.9,0.927,-2.538,2,1.49,1299,335,0
875,43,0,0.91,-2.309,3,0.73,410,0,0
875,44,0,0.869,-1.891,1,2.3,1574,49,0
875,45,0,0.874,-1.933,5,1.47,967,0,0
875,46,28,0.775,-1.238,0,1.43,1297,75,0
875,47,63.2,0.925,-2.513,1,1.62,1104,105,1
875,48,0,0.931,-2.603,1,1.27,834,0,1
875,49,0,0.912,-2.34,3,1.35,916,0,0
875,50,0,0.976,-3.706,2,0.54,332,0,1
880,1,0,0.899,-2.186,1,1.43,899,0,0
880,2,0,0.924,-2.5,2,1.46,885,0,0
880,3,70.3,0.92,-2.441,1,1.2,777,124,0
880,4,32.5,0.398,0.414,0,0.32,355,50,0
880,5,0,0.806,-1.423,4,2.15,1357,47,0
880,6,0,0.862,-1.83,0,1.62,881,0,0
880,7,57.2,0.919,-2.432,1,0.69,735,100,0
880,8,0,0.942,-2.788,2,1.22,646,0,1
880,9,61.7,0.875,-1.948,1,1.31,1337,160,0
880,10,0,0.785,-1.297,3,1.36,855,0,0
880,11,26.4,0.875,-1.947,0,1.32,1312,173,0
880,12,99.6,0.792,-1.335,1,0.9,1089,286,0
880,13,0,0.92,-2.44,1,0.49,413,0,0
880,14,0,0.923,-2.48,3,1.31,687,0,0
880,15,73.8,0.838,-1.64,1,1.4,1215,136,0
880,16,78.8,0.791,-1.328,1,1.63,1262,175,0
880,17,0,0.825,-1.551,4,1.49,950,0,0
880,18,0,0.652,-0.627,2,1.9,821,0,0
880,19,0,0.9,-2.199,1,1.29,871,27,0
880,20,7.4,0.796,-1.364,0,0.73,689,58,0
880,21,0,0.861,-1.827,4,1.33,834,0,0
880,22,54.4,0.831,-1.594,1,1.65,1548,132,0
880,23,0,0.92,-2.438,1,0.98,1065,46,0
880,24,0,0.742,-1.055,0,2.05,969,31,0
880,25,0,0.933,-2.63,2,1.13,890,0,1
880,26,0,0.802,-1.4,2,0.76,665,0,0
880,27,0,0.807,-1.428,6,1.53,834,1,0
880,28,0.7,0.814,-1.477,0,0.95,913,34,0
880,29,0,0.91,-2.318,1,1.24,483,0,0
880,30,0,0.941,-2.771,2,0.41,307,0,1
880,31,3.4,0.936,-2.691,1,1.06,1147,47,1
880,32,64,0.92,-2.438,2,1.84,1499,110,0
880,33,0,0.823,-1.536,4,1.78,984,32,0
880,34,0,0.918,-2.41,1,1.37,880,22,0
880,35,0,0.912,-2.344,5,1.83,1176,33,0
880,36,17.7,0.889,-2.077,0,1.66,1374,80,0
880,37,19.9,0.792,-1.34,1,2.59,2088,93,0
880,38,0,0.911,-2.33,3,1.69,924,2,0
880,39,45.5,0.855,-1.773,0,0.79,887,80,0
880,40,0,0.637,-0.56,1,0.98,520,0,0
880,41,0,0.891,-2.101,1,1.39,1240,33,0
880,42,99.1,0.923,-2.482,2,1.53,1307,335,0
880,43,0,0.91,-2.309,3,0.73,410,0,0
880,44,0,0.869,-1.891,1,2.3,1574,49,0
880,45,0,0.874,-1.933,5,1.47,967,0,0
880,46,27.2,0.77,-1.21,0,1.44,1304,75,0
880,47,62.5,0.957,-3.092,1,1.61,1112,105,1
880,48,0,0.931,-2.603,1,1.27,834,0,1
880,49,0,0.912,-2.34,3,1.35,916,0,0
880,50,0,0.976,-3.706,2,0.54,332,0,1
885,1,0,0.899,-2.186,1,1.43,899,0,0
885,2,0,0.924,-2.5,2,1.46,885,0,0
885,3,69.6,0.914,-2.36,1,1.15,783,124,0
885,4,32,0.393,0.435,0,0.32,356,50,0
885,5,0,0.806,-1.423,4,2.15,1357,47,0
885,6,0,0.862,-1.83,0,1.62,881,0,0
885,7,64.9,0.915,-2.378,1,0.75,739,108,0
885,8,0,0.942,-2.788,2,1.22,646,0,1
885,9,61,0.87,-1.903,0,1.71,1345,160,0
885,10,0,0.785,-1.297,3,1.36,855,0,0
885,11,25.7,0.87,-1.902,0,1.33,1319,173,0
885,12,99,0.793,-1.343,1,0.92,1094,286,0
885,13,0,0.92,-2.44,1,0.49,413,0,0
885,14,0,0.923,-2.48,3,1.31,687,0,0
885,15,73.2,0.832,-1.603,1,1.44,1222,136,0
885,16,78.1,0.787,-1.307,2,1.44,1270,175,0
885,17,0,0.825,-1.551,4,1.49,950,0,0
885,18,0,0.652,-0.627,2,1.9,821,0,0
885,19,0,0.9,-2.199,1,1.29,871,27,0
885,20,6.8,0.791,-1.334,0,0.72,693,58,0
885,21,0,0.861,-1.827,4,1.33,834,0,0
885,22,53.6,0.83,-1.588,1,1.66,1556,132,0
885,23,0,0.92,-2.438,1,0.98,1065,46,0
885,24,0,0.742,-1.055,0,2.05,969,31,0
885,25,0,0.933,-2.63,2,1.13,890,0,1
885,26,0,0.802,-1.4,2,0.76,665,0,0
885,27,0,0.807,-1.428,6,1.53,834,1,0
885,28,0.1,0.809,-1.445,0,1.05,918,34,0
885,29,0,0.91,-2.318,1,1.24,483,0,0
885,30,0,0.941,-2.771,2,0.41,307,0,1
885,31,2.8,0.979,-3.821,1,1.12,1152,47,1
885,32,63.1,0.916,-2.387,2,1.83,1508,110,0
885,33,0,0.823,-1.536,4,1.78,984,32,0
885,34,0,0.918,-2.41,1,1.37,880,22,0
885,35,0,0.912,-2.344,5,1.83,1176,33,0
885,36,16.9,0.884,-2.027,0,1.66,1383,80,0
885,37,18.9,0.79,-1.323,1,2.53,2101,93,0
885,38,0,0.911,-2.33,3,1.69,924,2,0
885,39,44.8,0.85,-1.734,0,1.61,892,80,0
885,40,0,0.637,-0.56,1,0.98,520,0,0
885,41,0,0.891,-2.101,1,1.39,1240,33,0
885,42,98.4,0.921,-2.459,2,1.58,1314,335,0
885,43,0,0.91,-2.309,3,0.73,410,0,0
885,44,0,0.869,-1.891,1,2.3,1574,49,0
885,45,0,0.874,-1.933,5,1.47,967,0,0
885,46,26.5,0.765,-1.182,0,1.44,1311,75,0
885,47,61.8,0.988,-4.372,1,1.62,1120,105,1
885,48,0,0.931,-2.603,1,1.27,834,0,1
885,49,0,0.912,-2.34,3,1.35,916,0,0
885,50,0,0.976,-3.706,2,0.54,332,0,1
890,1,0,0.899,-2.186,1,1.43,899,0,0
890,2,0,0.924,-2.5,2,1.46,885,0,0
890,3,69,0.924,-2.499,1,1.11,789,124,0
890,4,31.6,0.388,0.456,0,0.32,358,50,0
890,5,0,0.806,-1.423,4,2.15,1357,47,0
890,6,0,0.862,-1.83,0,1.62,881,0,0
890,7,72.5,0.917,-2.402,1,0.8,743,116,0
890,8,0,0.942,-2.788,2,1.22,646,0,1
890,9,60.1,0.865,-1.859,0,1.85,1355,160,0
890,10,0,0.785,-1.297,3,1.36,855,0,0
890,11,25,0.845,-1.694,1,1.36,1325,173,0
890,12,98.4,0.79,-1.327,1,0.93,1099,286,0
890,13,0,0.92,-2.44,1,0.49,413,0,0
890,14,0,0.923,-2.48,3,1.31,687,0,0
890,15,72.4,0.844,-1.688,2,1.51,1230,136,0
890,16,77.4,0.789,-1.32,2,1.21,1276,175,0
890,17,0,0.825,-1.551,4,1.49,950,0,0
890,18,0,0.652,-0.627,2,1.9,821,0,0
890,19,0,0.9,-2.199,1,1.29,871,27,0
890,20,6.3,0.786,-1.304,0,0.71,696,58,0
890,21,0,0.861,-1.827,4,1.33,834,0,0
890,22,52.8,0.839,-1.654,1,1.73,1565,132,0
890,23,0,0.92,-2.438,1,0.98,1065,46,0
890,24,0,0.742,-1.055,0,2.05,969,31,0
890,25,0,0.933,-2.63,2,1.13,890,0,1
890,26,0,0.802,-1.4,2,0.76,665,0,0
890,27,0,0.807,-1.428,6,1.53,834,1,0
890,28,0,0.809,-1.445,0,1.06,919,34,0
890,29,0,0.91,-2.318,1,1.24,483,0,0
890,30,0,0.941,-2.771,2,0.41,307,0,1
890,31,2.1,0.914,-2.357,1,1.12,1158,47,1
890,32,62.3,0.918,-2.414,2,1.82,1517,110,0
890,33,0,0.823,-1.536,4,1.78,984,32,0
890,34,0,0.918,-2.41,1,1.37,880,22,0
890,35,0,0.912,-2.344,5,1.83,1176,33,0
890,36,16.1,0.879,-1.98,0,1.66,1391,80,0
890,37,17.9,0.79,-1.326,1,2.44,2113,93,0
890,38,0,0.911,-2.33,3,1.69,924,2,0
890,39,44,0.845,-1.695,0,1.58,900,80,0
890,40,0,0.637,-0.56,1,0.98,520,0,0
890,41,0,0.891,-2.101,1,1.39,1240,33,0
890,42,97.6,0.918,-2.411,2,1.58,1322,335,0
890,43,0,0.91,-2.309,3,0.73,410,0,0
890,44,0,0.869,-1.891,1,2.3,1574,49,0
890,45,0,0.874,-1.933,5,1.47,967,0,0
890,46,25.7,0.76,-1.154,0,1.45,1319,75,0
890,47,61,0.924,-2.502,1,1.61,1128,105,1
890,48,0,0.931,-2.603,1,1.27,834,0,1
890,49,0,0.912,-2.34,3,1.35,916,0,0
890,50,0,0.976,-3.706,2,0.54,332,0,1
895,1,0,0.899,-2.186,1,1.43,899,0,0
895,2,0,0.924,-2.5,2,1.46,885,0,0
895,3,68.3,0.917,-2.401,1,1.08,794,124,0
895,4,31.1,0.383,0.477,0,0.31,360,50,0
895,5,0,0.806,-1.423,4,2.15,1357,47,0
895,6,0,0.862,-1.83,0,1.62,881,0,0
895,7,80.1,0.913,-2.348,1,0.85,747,125,0
895,8,0,0.942,-2.788,2,1.22,646,0,1
895,9,59.3,0.86,-1.817,0,1.73,1364,160,0
895,10,0,0.785,-1.297,3,1.36,855,0,0
895,11,24.3,0.85,-1.736,1,1.45,1332,173,0
895,12,97.9,0.786,-1.303,0,0.95,1103,286,0
895,13,0,0.92,-2.44,1,0.49,413,0,0
895,14,0,0.923,-2.48,3,1.31,687,0,0
895,15,71.7,0.849,-1.726,2,1.57,1237,136,0
895,16,76.7,0.795,-1.355,1,1.01,1282,175,0
895,17,0,0.825,-1.551,4,1.49,950,0,0
895,18,0,0.652,-0.627,2,1.9,821,0,0
895,19,0,0.9,-2.199,1,1.29,871,27,0
895,20,5.7,0.781,-1.274,0,0.7,700,58,0
895,21,0,0.861,-1.827,4,1.33,834,0,0
895,22,52,0.845,-1.698,1,1.79,1573,132,0
895,23,0,0.92,-2.438,1,0.98,1065,46,0
895,24,0,0.742,-1.055,0,2.05,969,31,0
895,25,0,0.933,-2.63,2,1.13,890,0,1
895,26,0,0.802,-1.4,2,0.76,665,0,0
895,27,0,0.807,-1.428,6,1.53,834,1,0
895,28,0,0.809,-1.445,0,1.06,919,34,0
895,29,0,0.91,-2.318,1,1.24,483,0,0
895,30,0,0.941,-2.771,2,0.41,307,0,1
895,31,1.4,0.964,-3.3,1,1.1,1163,47,1
895,32,61.4,0.917,-2.408,2,1.81,1526,110,0
895,33,0,0.823,-1.536,4,1.78,984,32,0
895,34,0,0.918,-2.41,1,1.37,880,22,0
895,35,0,0.912,-2.344,5,1.83,1176,33,0
895,36,15.3,0.874,-1.934,0,1.66,1399,80,0
895,37,16.9,0.788,-1.315,1,2.38,2125,93,0
895,38,0,0.911,-2.33,3,1.69,924,2,0
895,39,43.2,0.84,-1.657,0,1.55,907,80,0
895,40,0,0.637,-0.56,1,0.98,520,0,0
895,41,0,0.891,-2.101,1,1.39,1240,33,0
895,42,96.9,0.92,-2.443,2,1.58,1330,335,0
895,43,0,0.91,-2.309,3,0.73,410,0,0
895,44,0,0.869,-1.891,1,2.3,1574,49,0
895,45,0,0.874,-1.933,5,1.47,967,0,0
895,46,25,0.755,-1.127,0,1.45,1326,75,0
895,47,60.3,0.966,-3.333,1,1.61,1136,105,1
895,48,0,0.931,-2.603,1,1.27,834,0,1
895,49,0,0.912,-2.34,3,1.35,916,0,0
895,50,0,0.976,-3.706,2,0.54,332,0,1
900,1,0,0.899,-2.186,1,1.43,899,0,0
900,2,0,0.924,-2.5,2,1.46,885,0,0
900,3,67.7,0.917,-2.407,1,0.89,799,124,0
900,4,30.6,0.378,0.498,0,0.3,361,50,0
900,5,0,0.806,-1.423,4,2.15,1357,47,0
900,6,0,0.862,-1.83,0,1.62,881,0,0
900,7,82.3,0.917,-2.4,1,1.02,751,127,0
900,8,0,0.942,-2.788,2,1.22,646,0,1
900,9,58.6,0.855,-1.776,0,1.59,1372,160,0
900,10,0,0.785,-1.297,3,1.36,855,0,0
900,11,23.5,0.853,-1.755,1,1.44,1340,173,0
900,12,97.3,0.781,-1.274,0,0.96,1108,286,0
900,13,0,0.92,-2.44,1,0.49,413,0,0
900,14,0,0.923,-2.48,3,1.31,687,0,0
900,15,71,0.85,-1.738,2,1.62,1245,136,0
900,16,76.1,0.787,-1.305,1,0.87,1286,175,0
900,17,0,0.825,-1.551,4,1.49,950,0,0
900,18,0,0.652,-0.627,2,1.9,821,0,0
900,19,0,0.9,-2.199,1,1.29,871,27,0
900,20,5.1,0.776,-1.245,0,0.68,703,58,0
900,21,0,0.861,-1.827,4,1.33,834,0,0
900,22,51.2,0.847,-1.714,1,1.87,1583,132,0
900,23,0,0.92,-2.438,1,0.98,1065,46,0
900,24,0,0.742,-1.055,0,2.05,969,31,0
900,25,0,0.933,-2.63,2,1.13,890,0,1
900,26,0,0.802,-1.4,2,0.76,665,0,0
900,27,0,0.807,-1.428,6,1.53,834,1,0
900,28,0,0.809,-1.445,0,1.06,919,34,0
900,29,0,0.91,-2.318,1,1.24,483,0,0
900,30,0,0.941,-2.771,2,0.41,307,0,1
900,31,0.8,0.932,-2.62,1,1.08,1169,47,1
900,32,60.6,0.922,-2.47,2,1.8,1535,110,0
900,33,0,0.823,-1.536,4,1.78,984,32,0
900,34,0,0.918,-2.41,1,1.37,880,22,0
900,35,0,0.912,-2.344,5,1.83,1176,33,0
900,36,14.5,0.869,-1.889,0,1.65,1407,80,0
900,37,16,0.786,-1.302,1,2.31,2137,93,0
900,38,0,0.911,-2.33,3,1.69,924,2,0
900,39,42.4,0.835,-1.621,0,1.53,915,80,0
900,40,0,0.637,-0.56,1,0.98,520,0,0
900,41,0,0.891,-2.101,1,1.39,1240,33,0
900,42,96.1,0.925,-2.506,2,1.6,1338,335,0
900,43,0,0.91,-2.309,3,0.73,410,0,0
900,44,0,0.869,-1.891,1,2.3,1574,49,0
900,45,0,0.874,-1.933,5,1.47,967,0,0
900,46,24.2,0.75,-1.1,0,1.46,1333,75,0
900,47,59.6,0.932,-2.617,1,1.61,1144,105,1
900,48,0,0.931,-2.603,1,1.27,834,0,1
900,49,0,0.912,-2.34,3,1.35,916,0,0
900,50,0,0.976,-3.706,2,0.54,332,0,1
905,1,0,0.899,-2.186,1,1.43,899,0,0
905,2,0,0.924,-2.5,2,1.46,885,0,0
905,3,67.1,0.92,-2.439,1,0.88,803,124,0
905,4,30.1,0.373,0.52,0,0.29,363,50,0
905,5,0,0.806,-1.423,4,2.15,1357,47,0
905,6,0,0.862,-1.83,0,1.62,881,0,0
905,7,81.6,0.916,-2.39,1,0.95,756,127,0
905,8,0,0.942,-2.788,2,1.22,646,0,1
905,9,57.8,0.85,-1.736,0,1.44,1379,160,0
905,10,0,0.785,-1.297,3,1.36,855,0,0
905,11,22.8,0.852,-1.754,1,1.43,1347,173,0
905,12,96.7,0.776,-1.245,0,0.98,1113,286,0
905,13,0,0.92,-2.44,1,0.49,413,0,0
905,14,0,0.923,-2.48,3,1.31,687,0,0
905,15,70.2,0.848,-1.719,2,1.66,1254,136,0
905,16,75.6,0.791,-1.328,1,0.78,1290,175,0
905,17,0,0.825,-1.551,4,1.49,950,0,0
905,18,0,0.652,-0.627,2,1.9,821,0,0
905,19,0,0.9,-2.199,1,1.29,871,27,0
905,20,4.6,0.771,-1.217,0,0.64,707,58,0
905,21,0,0.861,-1.827,4,1.33,834,0,0
905,22,50.4,0.845,-1.699,1,2,1592,132,0
905,23,0,0.92,-2.438,1,0.98,1065,46,0
905,24,0,0.742,-1.055,0,2.05,969,31,0
905,25,0,0.933,-2.63,2,1.13,890,0,1
905,26,0,0.802,-1.4,2,0.76,665,0,0
905,27,0,0.807,-1.428,6,1.53,834,1,0
905,28,0,0.809,-1.445,0,1.06,919,34,0
905,29,0,0.91,-2.318,1,1.24,483,0,0
905,30,0,0.941,-2.771,2,0.41,307,0,1
905,31,0.1,0.974,-3.617,1,1.05,1174,47,1
905,32,59.8,0.917,-2.402,2,1.79,1544,110,0
905,33,0,0.823,-1.536,4,1.78,984,32,0
905,34,0,0.918,-2.41,1,1.37,880,22,0
905,35,0,0.912,-2.344,5,1.83,1176,33,0
905,36,13.7,0.864,-1.846,0,1.65,1416,80,0
905,37,15,0.791,-1.331,1,2.28,2149,93,0
905,38,0,0.911,-2.33,3,1.69,924,2,0
905,39,41.6,0.83,-1.585,0,1.5,923,80,0
905,40,0,0.637,-0.56,1,0.98,520,0,0
905,41,0,0.891,-2.101,1,1.39,1240,33,0
905,42,95.4,0.919,-2.431,2,1.42,1346,335,0
905,43,0,0.91,-2.309,3,0.73,410,0,0
905,44,0,0.869,-1.891,1,2.3,1574,49,0
905,45,0,0.874,-1.933,5,1.47,967,0,0
905,46,23.5,0.745,-1.074,0,1.46,1340,75,0
905,47,58.8,0.988,-4.447,1,1.59,1152,105,1
905,48,0,0.931,-2.603,1,1.27,834,0,1
905,49,0,0.912,-2.34,3,1.35,916,0,0
905,50,0,0.976,-3.706,2,0.54,332,0,1
910,1,0,0.899,-2.186,1,1.43,899,0,0
910,2,0,0.924,-2.5,2,1.46,885,0,0
910,3,66.5,0.921,-2.455,1,0.86,808,124,0
910,4,29.7,0.368,0.541,0,0.28,364,50,0
910,5,0,0.806,-1.423,4,2.15,1357,47,0
910,6,0,0.862,-1.83,0,1.62,881,0,0
910,7,81,0.925,-2.506,1,0.93,761,127,0
910,8,0,0.942,-2.788,2,1.22,646,0,1
910,9,57.1,0.845,-1.698,0,1.32,1386,160,0
910,10,0,0.785,-1.297,3,1.36,855,0,0
910,11,22.1,0.852,-1.748,1,1.43,1354,173,0
910,12,96.1,0.771,-1.216,0,0.99,1118,286,0
910,13,0,0.92,-2.44,1,0.49,413,0,0
910,14,0,0.923,-2.48,3,1.31,687,0,0
910,15,69.5,0.845,-1.698,2,1.67,1262,136,0
910,16,75,0.79,-1.328,1,0.78,1294,175,0
910,17,0,0.825,-1.551,4,1.49,950,0,0
910,18,0,0.652,-0.627,2,1.9,821,0,0
910,19,0,0.9,-2.199,1,1.29,871,27,0
910,20,4.1,0.766,-1.189,0,0.6,710,58,0
910,21,0,0.861,-1.827,4,1.33,834,0,0
910,22,49.5,0.85,-1.737,1,2.11,1603,132,0
910,23,0,0.92,-2.438,1,0.98,1065,46,0
910,24,0,0.742,-1.055,0,2.05,969,31,0
910,25,0,0.933,-2.63,2,1.13,890,0,1
910,26,0,0.802,-1.4,2,0.76,665,0,0
910,27,0,0.807,-1.428,6,1.53,834,1,0
910,28,0,0.809,-1.445,0,1.06,919,34,0
910,29,0,0.91,-2.318,1,1.24,483,0,0
910,30,0,0.941,-2.771,2,0.41,307,0,1
910,31,0,0.946,-2.864,1,1.03,1176,47,1
910,32,59,0.926,-2.527,1,1.75,1553,110,0
910,33,0,0.823,-1.536,4,1.78,984,32,0
910,34,0,0.918,-2.41,1,1.37,880,22,0
910,35,0,0.912,-2.344,5,1.83,1176,33,0
910,36,12.9,0.859,-1.804,0,1.64,1424,80,0
910,37,14.1,0.787,-1.309,1,2.24,2160,93,0
910,38,0,0.911,-2.33,3,1.69,924,2,0
910,39,40.8,0.825,-1.55,0,1.48,930,80,0
910,40,0,0.637,-0.56,1,0.98,520,0,0
910,41,0,0.891,-2.101,1,1.39,1240,33,0
910,42,97,0.917,-2.403,2,1.43,1353,338,0
910,43,0,0.91,-2.309,3,0.73,410,0,0
910,44,0,0.869,-1.891,1,2.3,1574,49,0
910,45,0,0.874,-1.933,5,1.47,967,0,0
910,46,22.8,0.74,-1.047,0,1.46,1348,75,0
910,47,58.1,0.915,-2.381,1,1.58,1160,105,1
910,48,0,0.931,-2.603,1,1.27,834,0,1
910,49,0,0.912,-2.34,3,1.35,916,0,0
910,50,0,0.976,-3.706,2,0.54,332,0,1
915,1,0,0.899,-2.186,1,1.43,899,0,0
915,2,0,0.924,-2.5,2,1.46,885,0,0
915,3,65.9,0.921,-2.459,1,0.85,812,124,0
915,4,29.2,0.363,0.563,0,0.43,366,50,0
915,5,0,0.806,-1.423,4,2.15,1357,47,0
915,6,0,0.862,-1.83,0,1.62,881,0,0
915,7,80.4,0.922,-2.467,1,0.92,766,127,0
915,8,0,0.942,-2.788,2,1.22,646,0,1
915,9,56.4,0.84,-1.66,0,1.26,1392,160,0
915,10,0,0.785,-1.297,3,1.36,855,0,0
915,11,21.3,0.851,-1.74,1,1.43,1361,173,0
915,12,95.5,0.778,-1.255,1,1.01,1123,286,0
915,13,0,0.92,-2.44,1,0.49,413,0,0
915,14,0,0.923,-2.48,3,1.31,687,0,0
915,15,68.7,0.852,-1.748,2,1.68,1270,136,0
915,16,74.5,0.782,-1.279,1,0.77,1298,175,0
915,17,0,0.825,-1.551,4,1.49,950,0,0
915,18,0,0.652,-0.627,2,1.9,821,0,0
915,19,0,0.9,-2.199,1,1.29,871,27,0
915,20,3.5,0.761,-1.161,0,0.58,713,58,0
915,21,0,0.861,-1.827,4,1.33,834,0,0
915,22,48.6,0.848,-1.72,1,2.18,1613,132,0
915,23,0,0.92,-2.438,1,0.98,1065,46,0
915,24,0,0.742,-1.055,0,2.05,969,31,0
915,25,0,0.933,-2.63,2,1.13,890,0,1
915,26,0,0.802,-1.4,2,0.76,665,0,0
915,27,0,0.807,-1.428,6,1.53,834,1,0
915,28,0,0.809,-1.445,0,1.06,919,34,0
915,29,0,0.91,-2.318,1,1.24,483,0,0
915,30,0,0.941,-2.771,2,0.41,307,0,1
915,31,0,0.946,-2.864,1,1.03,1176,47,1
915,32,58.1,0.926,-2.52,1,1.74,1562,110,0
915,33,0,0.823,-1.536,4,1.78,984,32,0
915,34,0,0.918,-2.41,1,1.37,880,22,0
915,35,0,0.912,-2.344,5,1.83,1176,33,0
915,36,12.1,0.854,-1.764,0,1.62,1432,80,0
915,37,13.2,0.781,-1.273,2,2.26,2171,93,0
915,38,0,0.911,-2.33,3,1.69,924,2,0
915,39,40.1,0.82,-1.516,0,1.45,937,80,0
915,40,0,0.637,-0.56,1,0.98,520,0,0
915,41,0,0.891,-2.101,1,1.39,1240,33,0
915,42,100,0.914,-2.358,2,1.35,1360,344,0
915,43,0,0.91,-2.309,3,0.73,410,0,0
915,44,0,0.869,-1.891,1,2.3,1574,49,0
915,45,0,0.874,-1.933,5,1.47,967,0,0
915,46,22,0.735,-1.022,0,1.45,1355,75,0
915,47,57.4,0.976,-3.725,1,1.56,1168,105,1
915,48,0,0.931,-2.603,1,1.27,834,0,1
915,49,0,0.912,-2.34,3,1.35,916,0,0
915,50,0,0.976,-3.706,2,0.54,332,0,1
920,1,0,0.899,-2.186,1,1.43,899,0,0
920,2,0,0.924,-2.5,2,1.46,885,0,0
920,3,65.3,0.925,-2.505,1,0.84,816,124,0
920,4,28.7,0.358,0.584,0,0.37,368,50,0
920,5,0,0.806,-1.423,4,2.15,1357,47,0
920,6,0,0.862,-1.83,0,1.62,881,0,0
920,7,79.8,0.929,-2.572,1,0.9,770,127,0
920,8,0,0.942,-2.788,2,1.22,646,0,1
920,9,55.7,0.835,-1.623,0,1.22,1399,160,0
920,10,0,0.785,-1.297,3,1.36,855,0,0
920,11,20.6,0.85,-1.738,1,1.43,1368,173,0
920,12,95,0.775,-1.236,2,1.02,1128,286,0
920,13,0,0.92,-2.44,1,0.49,413,0,0
920,14,0,0.923,-2.48,3,1.31,687,0,0
920,15,67.9,0.846,-1.703,1,1.69,1279,136,0
920,16,73.9,0.788,-1.312,1,0.75,1302,175,0
920,17,0,0.825,-1.551,4,1.49,950,0,0
920,18,0,0.652,-0.627,2,1.9,821,0,0
920,19,0,0.9,-2.199,1,1.29,871,27,0
920,20,3,0.769,-1.205,1,0.56,715,58,0
920,21,0,0.861,-1.827,4,1.33,834,0,0
920,22,47.7,0.843,-1.682,0,2.18,1624,132,0
920,23,0,0.92,-2.438,1,0.98,1065,46,0
920,24,0,0.742,-1.055,0,2.05,969,31,0
920,25,0,0.933,-2.63,2,1.13,890,0,1
920,26,0,0.802,-1.4,2,0.76,665,0,0
920,27,0,0.807,-1.428,6,1.53,834,1,0
920,28,0,0.809,-1.445,0,1.06,919,34,0
920,29,0,0.91,-2.318,1,1.24,483,0,0
920,30,0,0.941,-2.771,2,0.41,307,0,1
920,31,0,0.946,-2.864,1,1.03,1176,47,1
920,32,57.3,0.922,-2.471,1,1.72,1571,110,0
920,33,0,0.823,-1.536,4,1.78,984,32,0
920,34,0,0.918,-2.41,1,1.37,880,22,0
920,35,0,0.912,-2.344,5,1.83,1176,33,0
920,36,11.3,0.849,-1.724,0,1.61,1440,80,0
920,37,12.2,0.781,-1.272,2,2.32,2183,93,0
